exp_num,num_classes,num_observations,first_class_perc,pred_approach,mean_accuracy,sd_accuracy,quantile_accuracy,mean_sensitivity,sd_sensitivity,quantile_sensitivity,mean_specificity,sd_specificity,quantile_specificity,mean_g_mean,sd_g_mean,quantile_g_mean,mean_precision,sd_precision,quantile_precision,mean_recall,sd_recall,quantile_recall,mean_f_measure,sd_f_measure,quantile_f_measure
188,5,10000,0.1,proportional,0.21257816,0.004085549924577917,0.2221,0.1000517,0.009471356701644014,0.122,0.9000304666666666,0.0031673887605704735,0.9073344444444446,0.2997444713594983,0.014240959819311788,0.33219885106158015,0.10007437338833833,0.008995610682173753,0.12151421980063935,0.1000517,0.009471356701644014,0.122,0.10004039784051752,0.009109615317009172,0.1215421673585318
189,5,10000,0.1,uniform,0.20005126,0.004002207163380959,0.209,0.2000508,0.012506040918929802,0.23,0.7999842222222222,0.004212785933848724,0.8097777777777778,0.3998496641497733,0.012568375133510439,0.4285539742599465,0.10001690973948406,0.005947790596361204,0.11398715879552117,0.2000508,0.012506040918929802,0.23,0.13334786948262334,0.007969360228176408,0.15193395221376316
190,5,10000,0.2,most_frequent,0.2,0,0.2,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
191,5,10000,0.2,proportional,0.20006016,0.004034282379535644,0.2095,0.19997915,0.009014222978110196,0.2215,0.7999685125,0.004504789330538666,0.8105,0.39986797244448524,0.009089267000910858,0.42108549606699835,0.1999580101065502,0.008060668517548691,0.21887165488763596,0.19997915,0.009014222978110196,0.2215,0.19994827129068496,0.008308895076763686,0.21963176748274682
192,5,10000,0.2,uniform,0.19991975,0.003984497278121286,0.209,0.19983865,0.008955571528587124,0.2205050000000001,0.7999160125,0.004530179001929471,0.81025,0.39971533899027795,0.00902733592576279,0.4205744583305077,0.19980448524642191,0.008005990654296512,0.21821743236228,0.19983865,0.008955571528587124,0.2205050000000001,0.19980104400438112,0.008247752799573002,0.21910260219104288
193,5,10000,0.3333333333333333,most_frequent,0.1666,0,0.1666,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
194,5,10000,0.3333333333333333,proportional,0.22220939,0.004064547315801384,0.2317,0.33322043204320434,0.008256033153284579,0.35253525352535253,0.6667365981700915,0.005768424013137704,0.68051597420129,0.47130910814127774,0.006209087929923161,0.48560238813356993,0.33327067557150164,0.00675759171093436,0.34909107142857143,0.33322043204320434,0.008256033153284579,0.35253525352535253,0.3332289609636607,0.007167576857630177,0.3497302977267324
195,5,10000,0.3333333333333333,uniform,0.19997296,0.004005833684609344,0.2093,0.1998985298529853,0.00689569135110423,0.21602160216021601,0.7999333433328334,0.004903140924418951,0.8113094345282735,0.39982073680497426,0.007023351209277425,0.4158327778778002,0.33311496915748823,0.009462394731160837,0.3561240244322369,0.1998985298529853,0.00689569135110423,0.21602160216021601,0.24983622027690885,0.007716222366323473,0.26762653789347196
196,5,10000,0.5,most_frequent,0.125,0,0.125,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
197,5,10000,0.5,proportional,0.31252503,0.004245015490519614,0.3223,0.50001936,0.007012679869942435,0.5164,0.50004838,0.006997313742827426,0.5166,0.5000091444686954,0.0049343930231383094,0.5117912187601379,0.5000337672326209,0.004934726330987403,0.5117742682739574,0.50001936,0.007012679869942435,0.5164,0.5000141977042157,0.0055302642147091316,0.5127439890199107
198,5,10000,0.5,uniform,0.19998745,0.0040448245398355415,0.2094,0.19999992,0.00566109572380466,0.2132,0.80001008,0.005591525096866769,0.8128,0.3999601009031194,0.005847091962250269,0.4134262129923081,0.5000099658725479,0.009998275614805013,0.5233978716561343,0.19999992,0.00566109572380466,0.2132,0.2856929941915023,0.007037785132975319,0.30198825444327
199,5,100000,0.01,most_frequent,0.2475,0,0.2475,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
200,5,100000,0.01,proportional,0.245122323,0.001367682773631345,0.24828,0.0099383,0.0031292287096394414,0.018,0.9900008131313132,3.1618572272158556e-4,0.9907272727272727,0.09790206001260855,0.015941332223073833,0.13349089856613974,0.009938679333137515,0.0031112154683830494,0.017932805275524905,0.0099383,0.0031292287096394414,0.018,0.009937018042968947,0.003113715673653711,0.017919541346807892
201,5,100000,0.01,uniform,0.199999281,0.0012540391199840797,0.20291,0.2000476,0.01272601781363437,0.23,0.7999930888888889,0.0012712430326415503,0.802989898989899,0.3998427300640619,0.01274970515451277,0.4289387797419523,0.010002021027614957,6.333758601028634e-4,0.011507640939505941,0.2000476,0.01272601781363437,0.23,0.019051466671613004,0.0012064210287116778,0.021909543875672868
202,5,100000,0.05,most_frequent,0.2375,0,0.2375,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
203,5,100000,0.05,proportional,0.228143559,0.0013332809783896766,0.23118,0.0500225,0.0031032687246962303,0.0574,0.9500038715789474,7.080559147661258e-4,0.9516211578947368,0.21788942439891884,0.006766392262579885,0.23352458974524487,0.05002516312724511,0.003027774540149295,0.05727586457829787,0.0500225,0.0031032687246962303,0.0574,0.050021453573483456,0.003046113048972698,0.05725077786188864
204,5,100000,0.05,uniform,0.200005274,0.001252155387416204,0.20291,0.20004678,0.005640662845741973,0.2132,0.7999689294736843,0.001313829690666424,0.803,0.39999911173618324,0.005653898326767737,0.4130071508236946,0.050003834752399307,0.0013773427728136867,0.05319902136754617,0.20004678,0.005640662845741973,0.2132,0.08000812848659607,0.002204891563466674,0.08509793582208754
205,5,100000,0.1,most_frequent,0.225,0,0.225,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
206,5,100000,0.1,proportional,0.212468971,0.001297049360997293,0.21547,0.10002482,0.0029889866797523828,0.10690100000000002,0.8999926277777778,0.0010077616739163563,0.9023333333333333,0.30000250347397583,0.00448891484591448,0.3102209094605347,0.10001624428005021,0.002852583908231853,0.10673092274050348,0.10002482,0.0029889866797523828,0.10690100000000002,0.10001827557896338,0.002882624669861578,0.1068405938863641
207,5,100000,0.1,uniform,0.199989047,0.0012704072320498356,0.2029901,0.19993164,0.003993619888069099,0.20940100000000003,0.7999927588888889,0.0013332634905898965,0.8031111111111111,0.399909720797174,0.004005299066589336,0.409251411563394,0.09996592289163839,0.0018900617616094625,0.10429263995416035,0.19993164,0.003993619888069099,0.20940100000000003,0.13328666118995747,0.0025372150554567085,0.1391565734019824
208,5,100000,0.2,most_frequent,0.2,0,0.2,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
209,5,100000,0.2,proportional,0.199984394,0.0012733138990808825,0.20296,0.199969275,0.0028416354821821114,0.20665,0.8000057,0.0014131491615555945,0.803325,0.39996047129628975,0.002866400227167784,0.4066485693540148,0.1999799938691203,0.002547386895972384,0.20587206530662824,0.199969275,0.0028416354821821114,0.20665,0.19997264593950423,0.0026237108534037604,0.20609506088739557
210,5,100000,0.2,uniform,0.200016507,0.001284285197219753,0.2029801,0.200006835,0.002810069248558329,0.2066,0.7999766775,0.0014202918283337102,0.8033,0.39999093333260716,0.0028259373094576376,0.40660039916296115,0.19998677882774632,0.0025005342840160884,0.2058971464402998,0.200006835,0.002810069248558329,0.2066,0.19999476947409245,0.0025819734639528167,0.20609516219912202
211,5,100000,0.3333333333333333,most_frequent,0.16666,0,0.16666,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
212,5,100000,0.3333333333333333,proportional,0.222231817,0.0012888808129093974,0.2252401,0.3333522905229052,0.0025864886156535265,0.3394236942369424,0.6667011024944876,0.001816735390087121,0.6710217948910255,0.4714260902557221,0.0019322602019899518,0.4759680402466157,0.3333655069031857,0.0020972893296602223,0.3383606467660983,0.3333522905229052,0.0025864886156535265,0.3394236942369424,0.33335722471651086,0.0022329856856733886,0.33860005110013863
213,5,100000,0.3333333333333333,uniform,0.200004,0.0012762001130985953,0.20301,0.20001088410884107,0.0022068473815288004,0.2050820508205082,0.800017290413548,0.00155478777082848,0.8036059819700901,0.40000896781539114,0.0022475253822810516,0.40516847990887017,0.33336135200024536,0.0030240192384143956,0.3404795784278889,0.20001088410884107,0.0022068473815288004,0.2050820508205082,0.25001405552494416,0.0024704457496644537,0.25573390765207876
214,5,100000,0.5,most_frequent,0.125,0,0.125,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
215,5,100000,0.5,proportional,0.312506548,0.00132490455539412,0.31564,0.500017546,0.0022149029679423295,0.5052802,0.49999266,0.002227473826639684,0.50514,0.5000026204832844,0.0015656351714456098,0.503679963150793,0.5000051307900498,0.001565499969685702,0.5036889405576648,0.500017546,0.0022149029679423295,0.5052802,0.5000100972908595,0.001748580328059454,0.5041466473349641
216,5,100000,0.5,uniform,0.199991045,0.0012745366539818439,0.20294,0.199965838,0.0018076180974073608,0.20416020000000001,0.799985686,0.0017927838678445543,0.8041402,0.3999579139678524,0.0018609968659015744,0.4043313539061361,0.4999392309207116,0.003176952523797425,0.5073943899696831,0.199965838,0.0018076180974073608,0.20416020000000001,0.2856671344747138,0.002242286441009581,0.2909350109105881
217,10,100,0.01,most_frequent,0.11,0,0.11,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
218,10,100,0.01,proportional,0.108792,0.03145694978806745,0.19,0.0102,0.10048367875913827,1,0.9900828282828283,0.009782673435546068,1,0.010148236488083075,0.09997490930929008,0.9796411117930245,0.009691718718517026,0.08312664035394465,0.5,0.0102,0.10048367875913827,1,0.7227124183006536,0.19750630764720037,1
219,10,100,0.01,uniform,0.09968,0.029710029764153024,0.17,0.1012,0.301608449426863,1,0.9000555555555556,0.02979856194261585,0.9595959595959596,0.09603204738387527,0.28624913097559757,0.9692233691951198,0.01015615068711818,0.03200795673545902,0.14285714285714285,0.1012,0.301608449426863,1,0.1808816750233373,0.051473876654781044,0.33333333333333337
220,10,100,0.05,most_frequent,0.1,0,0.1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
221,10,100,0.05,proportional,0.105072,0.030389918899481644,0.18,0.04904,0.09560330747019123,0.4,0.9498252631578947,0.02246716286006285,0.9894736842105263,0.10151158241568976,0.1904047567710003,0.6155870112510925,0.04899747186464521,0.10794800170364756,0.5,0.04904,0.09560330747019123,0.4,0.20685726155004291,0.06293471843522737,0.4444444444444445
222,10,100,0.05,uniform,0.099582,0.03003190749097957,0.17,0.09828,0.1330819772969583,0.4,0.9006042105263158,0.030500070013959775,0.968421052631579,0.18653003201512877,0.23178012128320052,0.6155870112510925,0.04941868216434931,0.06983781057122539,0.25,0.09828,0.1330819772969583,0.4,0.15914474548030652,0.06192425243249423,0.3636363636363636
223,10,100,0.1,most_frequent,0.1,0,0.1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
224,10,100,0.1,proportional,0.09991,0.03008458755311138,0.17,0.10105,0.09383377844783711,0.4,0.9006722222222222,0.03158810522887225,0.9666666666666667,0.23906342462563143,0.18388176826749192,0.5925462944877059,0.10130044252772026,0.09553279011874123,0.375,0.10105,0.09383377844783711,0.4,0.14965269792995975,0.06814001902886842,0.3636363636363636
225,10,100,0.1,uniform,0.099424,0.029944914322625454,0.17,0.09965,0.09474056722179655,0.4,0.9001133333333333,0.031976311008784675,0.9666666666666667,0.23535026747736257,0.18517022906785133,0.5925462944877059,0.0996110552562146,0.09574830894897009,0.375,0.09965,0.09474056722179655,0.4,0.1497392404035468,0.06900112173247247,0.3636363636363636
226,10,100,0.2,most_frequent,0.08,0,0.08,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
227,10,100,0.2,proportional,0.116642,0.03157757986855604,0.19,0.199015,0.08985870705570703,0.45,0.79963125,0.044218352238691236,0.9,0.3862901565874868,0.09970442076842438,0.5916079783099616,0.19867158101724072,0.08259993306034336,0.4117647058823529,0.199015,0.08985870705570703,0.45,0.19927183168931714,0.08051255188637584,0.4000000000000001
228,10,100,0.2,uniform,0.09966,0.030088119407715552,0.18,0.10028000000000001,0.06653468483752398,0.3,0.900165,0.03350313449517971,0.975,0.2732175426062487,0.12520854455733327,0.5086747487343951,0.20159909499791498,0.1285830609688554,0.5555555555555556,0.10028000000000001,0.06653468483752398,0.3,0.14857194482869854,0.07244628638460172,0.3448275862068966
229,10,100,0.3333333333333333,most_frequent,0.07,0,0.07,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
230,10,100,0.3333333333333333,proportional,0.16056700000000002,0.034432064528674006,0.24,0.3317424242424242,0.0819408448493884,0.5454545454545454,0.6705791044776119,0.05685956377701871,0.7910447761194029,0.46742944324048263,0.06235336773948109,0.6052685914886095,0.3314458452013481,0.06759531325631998,0.5,0.3317424242424242,0.0819408448493884,0.5454545454545454,0.3298887168820512,0.07083433656850552,0.49230769230769234
231,10,100,0.3333333333333333,uniform,0.099789,0.029975578935747902,0.18,0.0995939393939394,0.05112638595820497,0.24242424242424243,0.9002746268656716,0.03683039693441068,0.9701492537313433,0.28602755103143745,0.08861243771936794,0.46203686457287463,0.33048639125362517,0.15037334318732484,0.7142857142857143,0.0995939393939394,0.05112638595820497,0.24242424242424243,0.1554000364029192,0.0685071429294844,0.3270068027210865
232,10,100,0.5,most_frequent,0.05,0,0.05,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
233,10,100,0.5,proportional,0.280393,0.039247032804511424,0.37,0.500742,0.07036692821531039,0.66,0.49970000000000003,0.07046195064464839,0.66,0.49771550272054943,0.05044693093652813,0.6099180272790763,0.5002219148146477,0.05075259551512454,0.6153846153846154,0.500742,0.07036692821531039,0.66,0.4992502304379981,0.05604421217778614,0.621372046162301
234,10,100,0.5,uniform,0.10016900000000001,0.030090396843481807,0.18,0.100192,0.04236959587092408,0.22,0.899784,0.042500517330937744,0.98,0.2924288630912898,0.06788770805695411,0.4381780460041329,0.5002462187724968,0.15824126028432275,0.875,0.100192,0.04236959587092408,0.22,0.1656664390855217,0.06343373321048719,0.3225806451612903
235,10,1000,0.01,most_frequent,0.11,0,0.11,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
236,10,1000,0.01,proportional,0.1088555,0.009918168014087863,0.132,0.00961,0.03076918221626025,0.1,0.9900380808080809,0.0031713833161559272,0.996969696969697,0.02952025278362767,0.0929772154142765,0.31542820022146006,0.009790502304925574,0.03361811948455344,0.14285714285714285,0.00961,0.03076918221626025,0.1,0.10241277608268257,0.025602180038756563,0.2105263157894737
237,10,1000,0.01,uniform,0.1000186,0.009650376522017246,0.122,0.09892000000000001,0.09426410861095129,0.4,0.9000655555555556,0.009599367784016358,0.9212222222222225,0.2338232287901648,0.18535936200637448,0.5962847939999439,0.009895090359577722,0.009433946457722489,0.03636585365853663,0.09892000000000001,0.09426410861095129,0.4,0.02784495609964923,0.013393177117137242,0.07017543859649124
238,10,1000,0.05,most_frequent,0.105,0,0.105,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
239,10,1000,0.05,proportional,0.1029795,0.009665072224878158,0.126,0.050098000000000004,0.03136636384533738,0.14,0.9500865263157895,0.007030074176393483,0.9652631578947368,0.20200218177429688,0.08241375634462739,0.36418820989502226,0.050112013294038624,0.030785876173487586,0.13333333333333333,0.050098000000000004,0.03136636384533738,0.14,0.05419212539595678,0.028071177894730532,0.13333333333333333
240,10,1000,0.05,uniform,0.1000428,0.00948724243059561,0.123,0.100448,0.042625590788856055,0.22,0.8999535789473684,0.009663569716503461,0.9221052631578948,0.29271545268682386,0.06869912226148352,0.44052862903636475,0.050192914871563445,0.020936707257893906,0.10345152895250494,0.100448,0.042625590788856055,0.22,0.06722276707239684,0.027422948205227983,0.13793103448275862
241,10,1000,0.1,most_frequent,0.1,0,0.1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
242,10,1000,0.1,proportional,0.0999273,0.009577337169000832,0.123,0.09921100000000001,0.029883051696201774,0.17,0.8999145555555556,0.010046543657618787,0.9222222222222223,0.2952200333413285,0.046089597586788586,0.39427852535429264,0.09919920781982468,0.028484344359340774,0.16842223536369014,0.09921100000000001,0.029883051696201774,0.17,0.09897913361923259,0.028714711208712742,0.16901408450704228
243,10,1000,0.1,uniform,0.1000563,0.009501197692173264,0.123,0.099577,0.03013074604429367,0.18,0.8999501111111111,0.009899670918101284,0.9222222222222223,0.29577218498714675,0.04616904893291945,0.39949968710876355,0.09953544725874558,0.02860337075593062,0.17142857142857143,0.099577,0.03013074604429367,0.18,0.0993345319365298,0.02890817401778672,0.17171717171717174
244,10,1000,0.2,most_frequent,0.088,0,0.088,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
245,10,1000,0.2,proportional,0.1110541,0.009857549914610218,0.134,0.1996465,0.028367816466043083,0.265,0.8001185,0.013924900288145818,0.83125,0.39863753173966343,0.02879281492192027,0.4622116663143877,0.19978466806802436,0.02539750033036038,0.2596159158521037,0.1996465,0.028367816466043083,0.265,0.19952038324758034,0.026170324022654998,0.2600488493269649
246,10,1000,0.2,uniform,0.1000049,0.009461058458371098,0.123,0.100295,0.02123447822072703,0.155,0.900052125,0.010539425253914146,0.92375,0.2987298757738544,0.03215877195725771,0.3716795485736563,0.2005732602946089,0.03831267424757794,0.29464285714285715,0.100295,0.02123447822072703,0.155,0.13345989616675027,0.02669839724162335,0.19863013698630136
247,10,1000,0.3333333333333333,most_frequent,0.074,0,0.074,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
248,10,1000,0.3333333333333333,proportional,0.1603329,0.010933683374472362,0.186,0.333087987987988,0.025898017425124695,0.3933933933933934,0.6671494752623688,0.01825891257983107,0.7091454272863568,0.47100309039402516,0.019528540824967754,0.5163233605727321,0.33316158458553696,0.021307925157741773,0.38304286164513085,0.333087987987988,0.025898017425124695,0.3933933933933934,0.33295888657978634,0.02250669440604815,0.38612368024132726
249,10,1000,0.3333333333333333,uniform,0.0998216,0.009490404639319747,0.122,0.09985795795795796,0.016237436440204134,0.14114114114114115,0.8998704647676162,0.011661992607555044,0.9265367316341829,0.2987553432790373,0.024579155191411347,0.35543386133218324,0.33244846067061634,0.044595515140073705,0.44155844155844154,0.09985795795795796,0.016237436440204134,0.14114114114114115,0.15333911700791242,0.02319881135777241,0.2100504686373469
250,10,1000,0.5,most_frequent,0.055,0,0.055,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
251,10,1000,0.5,proportional,0.2778923,0.012446645837705059,0.307,0.5000642,0.022671613938311873,0.554,0.5003144,0.022366349232670946,0.552,0.49993462113838383,0.015901643734154775,0.5372744538283367,0.5001829635288099,0.015922677504313573,0.5378501195219123,0.5000642,0.022671613938311873,0.554,0.4999961607466353,0.017883562237336677,0.541544477028348
252,10,1000,0.5,uniform,0.0998786,0.009497003808998648,0.122,0.0999404,0.013372626165157513,0.132,0.9000898,0.013343632984091016,0.93,0.29924313101242905,0.02032223022166499,0.34508230804707407,0.5000628010056698,0.04806730586957579,0.6122448979591837,0.0999404,0.013372626165157513,0.132,0.1663857573013871,0.020548034411493544,0.21487710986082326
253,10,10000,0.01,most_frequent,0.11,0,0.11,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
254,10,10000,0.01,proportional,0.10901727,0.0030596550289190443,0.1161,0.009988,0.009927220707282433,0.04,0.9900120202020202,0.0010028003590145736,0.9923232323232323,0.07695533624876236,0.06297992738804711,0.1989874367867973,0.009998611486604733,0.009943134354692936,0.038834951456310676,0.009988,0.009927220707282433,0.04,0.015754538821800383,0.007951832242441156,0.040555811926370255
255,10,10000,0.01,uniform,0.10005081,0.0030112568988233256,0.1069,0.099774,0.030011647637198963,0.18,0.8999671212121212,0.003038139389196079,0.9068686868686868,0.2960884106945418,0.04609730368586552,0.40195024565205295,0.009974242706404382,0.002985575538565815,0.017580326766739252,0.099774,0.030011647637198963,0.18,0.018134141722118396,0.005428026088557635,0.032
256,10,10000,0.05,most_frequent,0.1055,0,0.1055,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
257,10,10000,0.05,proportional,0.10278925,0.003028939564433153,0.1098,0.0500238,0.00963042616247106,0.074,0.9499903684210527,0.002256840374703538,0.955158947368421,0.21696594713072387,0.02116401136849198,0.2649066329897525,0.050016938600591775,0.009404210814191528,0.0729615426941277,0.0500238,0.00963042616247106,0.074,0.04999615207359101,0.009447071109904453,0.07309670752994522
258,10,10000,0.05,uniform,0.09998857,0.0030322232425860876,0.1072,0.099837,0.01361294833003577,0.132,0.8999847157894737,0.003039094253295374,0.9069473684210526,0.2990486060219492,0.02053425358534098,0.34525860321471014,0.04991246139304278,0.006628392559530387,0.0658282830257198,0.099837,0.01361294833003577,0.132,0.066539622452653,0.008866629175206949,0.0880001624915369
259,10,10000,0.1,most_frequent,0.1,0,0.1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
260,10,10000,0.1,proportional,0.09997941,0.0030014646309582077,0.1069,0.1000694,0.009537267931014563,0.123,0.8999794666666666,0.003170612895004848,0.9072222222222223,0.299758255074225,0.01433228797247488,0.3324088461805309,0.10004351141420237,0.009049086757302866,0.12166214239712052,0.1000694,0.009537267931014563,0.123,0.10003384445019071,0.009171027495601156,0.12190298896830291
261,10,10000,0.1,uniform,0.10000496,0.002998379967022636,0.1071,0.1000982,0.009471880933206523,0.123,0.8999802888888889,0.003205334192231581,0.9074444444444445,0.2998063573035618,0.014248682612717892,0.33217803459369893,0.10007654462318477,0.00904654311841198,0.12145860125426691,0.1000982,0.009471880933206523,0.123,0.10006446269634946,0.00913368686196207,0.12154161300350845
262,10,10000,0.2,most_frequent,0.0888,0,0.0888,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
263,10,10000,0.2,proportional,0.11102726,0.0031183767122866944,0.1183,0.1999523,0.009057241747508302,0.2215,0.7999522625,0.004504723084896663,0.810375,0.39983620711024165,0.009137172770532758,0.4208335456038951,0.1999233680975664,0.008106252875245027,0.21882962717114726,0.1999523,0.009057241747508302,0.2215,0.19991757087006257,0.008354994865697121,0.21935173060057425
264,10,10000,0.2,uniform,0.10001808,0.0030055489425468694,0.107,0.1000691,0.006702937276061345,0.116,0.899991625,0.0033647436023159245,0.90775,0.2999328892572631,0.01006975548550863,0.3233119459158643,0.20009621227327667,0.011954836877976278,0.2285429237956103,0.1000691,0.006702937276061345,0.116,0.1333891182598595,0.008413300649300723,0.15324212852859062
265,10,10000,0.3333333333333333,most_frequent,0.074,0,0.074,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
266,10,10000,0.3333333333333333,proportional,0.16046063,0.0034798215354945846,0.1687,0.3332972097209721,0.008181787202681739,0.35313531353135313,0.6666758512074397,0.005768683830421475,0.680365981700915,0.47134224121510815,0.0061302850760183115,0.4857580010877867,0.33328170256733136,0.006665703869712996,0.34883889145885033,0.3332972097209721,0.008181787202681739,0.35313531353135313,0.3332727488790064,0.007079076049365924,0.34989468193518614
267,10,10000,0.3333333333333333,uniform,0.09992377,0.0029890813719008697,0.1069,0.09988820882088209,0.005175145163800034,0.11221122112211221,0.8999543422828858,0.003702322064219609,0.9085045747712615,0.299723294281993,0.007791868297048973,0.3175697584285723,0.3329538730742164,0.014117049995167486,0.36656285587900356,0.09988820882088209,0.005175145163800034,0.11221122112211221,0.15364863415899013,0.007397918375528908,0.17080887131873518
268,10,10000,0.5,most_frequent,0.0555,0,0.0555,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
269,10,10000,0.5,proportional,0.2777243,0.0038349631294473255,0.2865,0.49993174,0.007022856158520004,0.5162,0.49999638,0.0070555743216623315,0.516402,0.49993932019086357,0.004983342098137164,0.5117986057034393,0.4999642701278112,0.004984950501757046,0.511845644638353,0.49993174,0.007022856158520004,0.5162,0.49993564274256347,0.005559925250537453,0.5128513537376643
270,10,10000,0.5,uniform,0.10001991,0.0029785559876351407,0.107,0.10000994,0.004198721248476998,0.1098,0.89998796,0.004283496921089979,0.9098,0.29994559971751206,0.006332979454010263,0.3143333688850139,0.5000036282692459,0.014893015781091564,0.5345191296107421,0.10000994,0.004198721248476998,0.1098,0.1666595390826572,0.006433527010566727,0.18148608639661956
271,10,100000,0.01,most_frequent,0.11,0,0.11,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
272,10,100000,0.01,proportional,0.108989804,9.939953743677212e-4,0.1112901,0.0100217,0.0031236524823486764,0.018,0.9899991767676768,3.20830842548011e-4,0.9907474747474747,0.09832148251177188,0.015949509071244837,0.13350178752633715,0.01002112643055685,0.003110784790291174,0.018127070948250664,0.0100217,0.0031236524823486764,0.018,0.010020876337767746,0.0031090975866857992,0.01806322127446061
273,10,100000,0.01,uniform,0.100002034,9.427104291028682e-4,0.10216,0.1000557,0.009511858128384036,0.122,0.9000195535353536,9.523339230787319e-4,0.9022626262626262,0.29974535969632893,0.01431089090364478,0.33124377363887825,0.01000742103585664,9.463313024947953e-4,0.012162038559904406,0.1000557,0.009511858128384036,0.122,0.018194869772609826,0.0017206753732502693,0.022106542667456396
274,10,100000,0.05,most_frequent,0.10555,0,0.10555,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
275,10,100000,0.05,proportional,0.102768584,9.559682329817487e-4,0.1049501,0.04999702,0.0030939166685021047,0.0574,0.9500130115789474,7.021274417626505e-4,0.9516211578947368,0.21783534094355636,0.006752168635923944,0.233405437627599,0.05000940383691792,0.0030161546638033097,0.05713755347064956,0.04999702,0.0030939166685021047,0.0574,0.0500008661282952,0.0030357880914531183,0.05715435741992151
276,10,100000,0.05,uniform,0.100004153,9.410952920006892e-4,0.10217,0.1000642,0.004218777330959388,0.11,0.8999982936842105,9.741397995012283e-4,0.9022527368421053,0.3000292725745416,0.006330893384357115,0.3147684374234693,0.050029879641442426,0.0020604100842816406,0.054913467616408064,0.1000642,0.004218777330959388,0.11,0.0667061607450775,0.0027529191691179323,0.07326336553066484
277,10,100000,0.1,most_frequent,0.1,0,0.1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
278,10,100000,0.1,proportional,0.099997059,9.515090422401389e-4,0.10221,0.10002297,0.003025437275200168,0.107,0.90000315,0.001006606686092438,0.9023666666666667,0.30000059834213644,0.004542197554829426,0.31034053362775116,0.10002348836167278,0.002870651683362242,0.10675514161884682,0.10002297,0.003025437275200168,0.107,0.10002094657538045,0.002909944655269088,0.10669881186409703
279,10,100000,0.1,uniform,0.099995834,9.448383758080744e-4,0.10221,0.09996416,0.0029629919720685466,0.1069,0.8999989255555556,0.0010184708792533126,0.9024001111111111,0.29991305769948473,0.004449391225323325,0.31015381614068577,0.09996728525022944,0.0028203820021203566,0.10668137242329673,0.09996416,0.0029629919720685466,0.1069,0.09996340210139439,0.0028520086694302444,0.10659977941686173
280,10,100000,0.2,most_frequent,0.08888,0,0.08888,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
281,10,100000,0.2,proportional,0.11110459,9.891112202379468e-4,0.11342000000000001,0.199998,0.0028422732718257713,0.20650049999999998,0.800024165,0.0013970446064418415,0.8032376250000001,0.39999383227173957,0.0028702172186389325,0.40655248658854815,0.2000176847173738,0.002552114782382427,0.2058810679856276,0.199998,0.0028422732718257713,0.20650049999999998,0.20000590490165998,0.002628380450126038,0.2060353994187555
